timestep,correct_full,correct_random,correct_kv_norm,correct_learned,retention,evict_attn_percentile,evict_mean_pos_frac,evict_sink_frac,evict_generated_frac,truncation_rate
86744,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.6797,0.0000,0.3414,0.2500
169176,1.0000,0.5000,0.2500,0.0000,0.0000,nan,0.7413,0.0000,0.5370,0.5000
242928,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.4847,0.0000,0.0228,0.0000
331100,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.4032,0.0000,0.1822,0.2500
426440,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.6826,0.0000,0.5016,0.2500
507192,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7277,0.0000,0.6079,0.2500
581364,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7694,0.0000,0.4833,0.0000
662956,1.0000,0.5000,0.2500,1.0000,1.0000,nan,0.8146,0.0000,0.6888,0.2500
733124,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.7306,0.0000,0.4092,0.0000
825636,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.7802,0.0000,0.5463,0.0000
926744,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7945,0.0000,0.6782,0.0000
1020600,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8810,0.0000,0.8126,0.2500
1099868,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8539,0.0000,0.7366,0.2500
1188376,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8373,0.0000,0.7028,0.2500
1266720,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7534,0.0000,0.5683,0.0000
1361612,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7980,0.0000,0.6395,0.0000
1455916,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7849,0.0000,0.5764,0.0000
1547784,1.0000,0.5000,0.2500,1.0000,1.0000,nan,0.7663,0.0000,0.5490,0.0000
1627612,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7471,0.0000,0.5588,0.2500
1707524,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.8047,0.0000,0.6624,0.2500
1803648,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7025,0.0000,0.4300,0.0000
1887368,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7956,0.0000,0.6516,0.0000
1964088,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8585,0.0000,0.7839,0.5000
2047864,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7729,0.0000,0.5002,0.0000
2126180,1.0000,0.5000,0.2500,0.0000,0.0000,nan,0.8341,0.0000,0.7385,0.5000
2193520,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8227,0.0000,0.6450,0.0000
2280096,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7401,0.0000,0.4371,0.0000
2367960,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7841,0.0000,0.6006,0.0000
2447984,1.0000,0.5000,0.2500,0.0000,0.0000,nan,0.8424,0.0000,0.7745,0.7500
2534616,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.8262,0.0000,0.7218,0.5000
2602460,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.8045,0.0000,0.6750,0.2500
2693488,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7730,0.0000,0.6110,0.2500
2772672,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.6874,0.0000,0.3858,0.0000
2844380,1.0000,0.5000,0.2500,0.2500,0.2500,nan,0.7185,0.0000,0.5075,0.2500
2923256,1.0000,0.5000,0.2500,0.7500,0.7500,nan,0.7090,0.0000,0.4140,0.0000
3006332,1.0000,0.5000,0.2500,0.5000,0.5000,nan,0.7654,0.0000,0.6257,0.5000
