timestep,correct_full,correct_random,correct_kv_norm,correct_learned,retention,evict_attn_percentile,evict_mean_pos_frac,evict_sink_frac,evict_generated_frac,truncation_rate
58576,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.1951,0.0000,0.0003,0.0000
118776,1.0000,0.5000,0.3750,0.0000,0.0000,nan,0.6915,0.0000,0.6446,0.9375
174692,1.0000,0.5000,0.3750,0.1250,0.1250,nan,0.7579,0.0000,0.7073,0.6875
228536,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.6560,0.0000,0.6083,0.3750
290472,1.0000,0.5000,0.3750,0.6250,0.6250,nan,0.5234,0.0000,0.3089,0.0000
350756,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.6599,0.0000,0.5999,0.5000
404908,1.0000,0.5000,0.3750,0.1250,0.1250,nan,0.7427,0.0000,0.6960,0.8125
466144,1.0000,0.5000,0.3750,0.1250,0.1250,nan,0.7397,0.0000,0.6812,0.8125
518616,1.0000,0.5000,0.3750,0.1250,0.1250,nan,0.7333,0.0000,0.6891,0.7500
561176,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.6442,0.0000,0.5037,0.5000
611772,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.6121,0.0000,0.3845,0.2500
657776,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.5494,0.0000,0.2733,0.1875
706244,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.6284,0.0000,0.4171,0.1875
753088,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.6354,0.0000,0.4204,0.1875
814352,1.0000,0.5000,0.3750,0.8125,0.8125,nan,0.7119,0.0000,0.5315,0.0000
868336,1.0000,0.5000,0.3750,0.6250,0.6250,nan,0.7425,0.0000,0.6427,0.2500
928480,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.7302,0.0000,0.6226,0.3125
991340,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.7357,0.0000,0.6452,0.3125
1045184,1.0000,0.5000,0.3750,0.3125,0.3125,nan,0.7016,0.0000,0.6110,0.4375
1102948,1.0000,0.5000,0.3750,0.6250,0.6250,nan,0.6489,0.0000,0.5450,0.2500
1159760,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.6678,0.0000,0.5646,0.2500
1204196,1.0000,0.5000,0.3750,0.7500,0.7500,nan,0.6641,0.0000,0.5676,0.2500
1255940,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.5355,0.0000,0.2570,0.0000
1306900,1.0000,0.5000,0.3750,0.5625,0.5625,nan,0.6004,0.0000,0.3888,0.1875
1362480,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.6282,0.0000,0.4617,0.1875
1420160,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.6312,0.0000,0.4508,0.3750
1476524,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.6803,0.0000,0.5517,0.3750
1552264,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.6136,0.0000,0.3923,0.1875
1604792,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.5499,0.0000,0.2984,0.0625
1666392,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.5361,0.0000,0.1954,0.0000
1722224,1.0000,0.5000,0.3750,0.8125,0.8125,nan,0.6493,0.0000,0.4688,0.1250
1771476,1.0000,0.5000,0.3750,0.5625,0.5625,nan,0.7534,0.0000,0.6586,0.3750
1821372,1.0000,0.5000,0.3750,0.3125,0.3125,nan,0.7297,0.0000,0.6466,0.3750
1877344,1.0000,0.5000,0.3750,0.6250,0.6250,nan,0.7223,0.0000,0.6066,0.3125
1936088,1.0000,0.5000,0.3750,0.3125,0.3125,nan,0.7589,0.0000,0.6838,0.4375
1991304,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.7242,0.0000,0.6087,0.4375
2069872,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.7373,0.0000,0.6279,0.3750
2118172,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.7003,0.0000,0.5753,0.4375
2171764,1.0000,0.5000,0.3750,0.1875,0.1875,nan,0.6485,0.0000,0.5033,0.6250
2232076,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.5702,0.0000,0.3578,0.2500
2290484,1.0000,0.5000,0.3750,0.6875,0.6875,nan,0.6676,0.0000,0.4667,0.1250
2354688,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.7039,0.0000,0.5763,0.3125
2414692,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.6785,0.0000,0.5126,0.1875
2458512,1.0000,0.5000,0.3750,0.2500,0.2500,nan,0.6427,0.0000,0.4774,0.2500
