timestep,correct_full,correct_random,correct_kv_norm,correct_learned,retention,evict_attn_percentile,evict_mean_pos_frac,evict_sink_frac,evict_generated_frac,truncation_rate
48188,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.8204,0.0000,0.8342,1.0000
109844,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.8312,0.0000,0.8396,0.9375
160412,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.7877,0.0000,0.7777,1.0000
229236,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.8312,0.0000,0.8396,0.9375
298620,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.7877,0.0000,0.7777,1.0000
367836,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.8181,0.0000,0.7723,0.5625
410368,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.8450,0.0000,0.7895,0.2500
470092,1.0000,0.5000,0.6875,0.6250,0.6250,nan,0.3615,0.0000,0.1752,0.0625
529704,1.0000,0.5000,0.6875,0.6875,0.6875,nan,0.4962,0.0000,0.3859,0.1875
572824,1.0000,0.5000,0.6875,0.5625,0.5625,nan,0.4770,0.0000,0.3581,0.4375
618016,1.0000,0.5000,0.6875,0.1250,0.1250,nan,0.6477,0.0000,0.5567,0.8125
679336,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.6419,0.0000,0.4970,0.5625
721952,1.0000,0.5000,0.6875,0.5625,0.5625,nan,0.5637,0.0000,0.3530,0.1875
777140,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6193,0.0000,0.5187,0.5000
837256,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.7344,0.0000,0.6789,0.7500
889980,1.0000,0.5000,0.6875,0.1250,0.1250,nan,0.7443,0.0000,0.6882,0.6875
943096,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6786,0.0000,0.5275,0.3750
999040,1.0000,0.5000,0.6875,0.2500,0.2500,nan,0.6477,0.0000,0.5069,0.6250
1053080,1.0000,0.5000,0.6875,0.0625,0.0625,nan,0.7030,0.0000,0.6479,0.9375
1098972,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6226,0.0000,0.4593,0.5000
1150324,1.0000,0.5000,0.6875,0.0000,0.0000,nan,0.6923,0.0000,0.6421,1.0000
1199184,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6644,0.0000,0.4515,0.3750
1258488,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6509,0.0000,0.5451,0.5000
1305360,1.0000,0.5000,0.6875,0.5625,0.5625,nan,0.5842,0.0000,0.3867,0.3125
1355200,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.6103,0.0000,0.4248,0.3125
1414336,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.5976,0.0000,0.3738,0.3125
1460704,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.4999,0.0000,0.2107,0.1875
1516704,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.4996,0.0000,0.2200,0.1875
1559796,1.0000,0.5000,0.6875,0.5625,0.5625,nan,0.5298,0.0000,0.2325,0.1250
1612380,1.0000,0.5000,0.6875,0.5000,0.5000,nan,0.4951,0.0000,0.1339,0.0625
1676388,1.0000,0.5000,0.6875,0.5000,0.5000,nan,0.5444,0.0000,0.1589,0.0000
1724940,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6294,0.0000,0.4539,0.3750
1785728,1.0000,0.5000,0.6875,0.5000,0.5000,nan,0.5410,0.0000,0.1417,0.0000
1836800,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.5753,0.0000,0.2806,0.0625
