timestep,correct_full,correct_random,correct_kv_norm,correct_learned,retention,evict_attn_percentile,evict_mean_pos_frac,evict_sink_frac,evict_generated_frac,truncation_rate
1895208,1.0000,0.5000,0.6875,0.6250,0.6250,nan,0.5444,0.0000,0.1742,0.0625
1961764,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.5236,0.0000,0.1502,0.0625
2021964,1.0000,0.5000,0.6875,0.2500,0.2500,nan,0.5481,0.0000,0.1567,0.0625
2064888,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6040,0.0000,0.3468,0.2500
2117556,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6415,0.0000,0.4361,0.2500
2174704,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6670,0.0000,0.5229,0.5000
2232944,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.6531,0.0000,0.4305,0.2500
2288356,1.0000,0.5000,0.6875,0.4375,0.4375,nan,0.6179,0.0000,0.3687,0.1875
2345420,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6065,0.0000,0.3937,0.3125
2398564,1.0000,0.5000,0.6875,0.2500,0.2500,nan,0.6122,0.0000,0.4458,0.5000
2459184,1.0000,0.5000,0.6875,0.2500,0.2500,nan,0.6091,0.0000,0.3765,0.3125
2510200,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6125,0.0000,0.3534,0.2500
2562140,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.6406,0.0000,0.4612,0.5000
2618308,1.0000,0.5000,0.6875,0.3750,0.3750,nan,0.6458,0.0000,0.4317,0.3125
2675596,1.0000,0.5000,0.6875,0.2500,0.2500,nan,0.6571,0.0000,0.4754,0.4375
2738176,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.6840,0.0000,0.5583,0.5625
2784432,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.6644,0.0000,0.5255,0.6250
2835364,1.0000,0.5000,0.6875,0.1250,0.1250,nan,0.6649,0.0000,0.5233,0.6250
2889040,1.0000,0.5000,0.6875,0.3125,0.3125,nan,0.6604,0.0000,0.4995,0.4375
2953412,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.6794,0.0000,0.5670,0.5000
3004596,1.0000,0.5000,0.6875,0.1875,0.1875,nan,0.6690,0.0000,0.5354,0.5625
