timestep,ep_rew_mean,ep_len_mean,correctness_rate,alignment_mean,episode_seconds_mean,episodes,truncation_rate,context_size_mean,examples_seen,dataset_pass,kl_step_mean
1734264,-2.123985,285.7,0.0000,nan,135.113,1,1.0000,727.0,0,0,0.00064
1742692,-2.170861,287.1,0.0000,nan,55.830,1,0.0000,457.0,0,0,0.00072
1764868,-1.912859,293.9,0.0000,nan,137.024,1,1.0000,744.0,0,0,0.00083
1779708,-1.401058,209.0,0.0000,nan,28.924,3,0.0000,365.3,0,0,0.00051
1798832,-2.847630,287.1,0.0000,nan,127.425,1,1.0000,725.0,0,0,0.00202
1819020,-3.271611,305.6,0.0000,nan,47.869,2,0.0000,427.5,0,0,0.00032
1834056,-3.334712,302.1,0.0000,nan,125.992,1,1.0000,720.0,0,0,0.00186
